,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged
111,15090,0101000020E61000005E11FC6F257952C04EB4AB90F26F4440,59460,,NYCHHS: 2703,Lehman College Student Child Care Center,250,Bedford Park Bl West,250 Bedford Park Bl West,Bronx,Bronx,2,10468.0,40.87459,-73.89291,1013866.2161,257932.4908,2097309.0,2032470165.0,207.0,11,40900,BX28,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-Kindergarten,,,,,,,,Non-public,"Lehman College Student Child Care Center, Inc.",Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,
112,15094,0101000020E610000098FBE428407A52C0B7EBA52902704440,59481,,NYCHHS: 5599,"Miniventures Of NY, Inc.-Site #3",24,Marble Hill Avenue,24 Marble Hill Avenue,New York,Manhattan,1,10463.0,40.875066,-73.910166,1009093.9214,258100.7792,1064672.0,1022150538.0,208.0,10,30900,MN01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-Kindergarten,,,,,,,,Non-public,"Miniventures Of NY, Inc",Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,
113,12794,0101000020E61000002FA86F99D37C52C0BA2F67B62B564440,41216,,NYCDOHMH: DC18001,Park Place Dc Inc.,742,Nostrand Avenue,742 Nostrand Avenue,Brooklyn,Brooklyn,3,11216.0,40.673209,-73.950415,998004.5794,184548.3769,3031506.0,3012400034.0,308.0,36,31701,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 47,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Park Place Dc Inc.,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
114,12803,0101000020E61000004A0C022B877D52C03813D385584D4440,42697,,NYCDOHMH: DC34727,Little Pickles 2,2167,Coney Island Avenue,2167 Coney Island Avenue,Brooklyn,Brooklyn,3,11223.0,40.604264,-73.961375,994975.4513,159428.478,3183876.0,3068170069.0,315.0,48,55600,BK25,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 22,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Erl Group LLC,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
115,12917,0101000020E61000002B6EDC627E8052C08BF9B9A129514440,45067,,NYCDOHMH: DC82,Star America Inc.,880,60 Street,880 60 Street,Brooklyn,Brooklyn,3,11220.0,40.634083,-74.007714,982108.9125,170289.9882,3347466.0,3057147501.0,312.0,38,11800,BK34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 96,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Star America, Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
116,15097,0101000020E610000030D7A205687C52C06F6589CE32574440,59574,,NYCHHS: 5561,Stuyvesant Heights Day Care/New Vision One,69,Mac Donough Street,69 Mac Donough Street,Brooklyn,Brooklyn,3,11216.0,40.681238,-73.943849,999823.9015,187474.7325,3053328.0,3018510039.0,303.0,36,26900,BK75,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-Kindergarten,,,,,,,,Non-public,Stuyvesant Heights Christian Church Early Childhood Learning Center,Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,
117,12954,0101000020E6100000FFEC478AC87C52C043705CC64D634440,64382,,NYCDOHMH: DC26175,Manhattan School House LLC,1624,1 Avenue,1624 1 Avenue,New York,Manhattan,1,10028.0,40.775811,-73.94974,998170.2276,221929.8539,1050520.0,1015640047.0,108.0,5,14401,MN32,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 23,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Kfdj Holdings, LLC",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
118,12988,0101000020E61000005CAB3DEC858052C0462575029A504440,40522,,NYCDOHMH: DC25978,"Okie Dokie, Inc.",1002,65 Street,1002 65 Street,Brooklyn,Brooklyn,3,11219.0,40.6297,-74.008174,981980.9899,168693.1322,3142155.0,3057510007.0,310.0,38,21200,BK30,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 59,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Okie Dokie, Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
119,15101,0101000020E6100000BF28417FA17F52C0B55208E412514440,59521,,NYCHHS: 5793,PSch 13 Avenue,5202,13 Avenue,5202 13 Avenue,Brooklyn,Brooklyn,3,11219.0,40.633389,-73.994232,985850.8969,170037.1554,3138706.0,3056620059.0,312.0,44,21800,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-Kindergarten,,,,,,,,Non-public,"Project Social Care Head Start, Inc.",Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,
120,13100,0101000020E6100000EB0088BB7A7D52C053245F09A45A4440,3647,,NYCDOHMH: DC24620,Jonathan Williams Day Care Center,321,Roebling Street,321 Roebling Street,Brooklyn,Brooklyn,3,11211.0,40.708131,-73.960616,995169.198,197270.0813,3341975.0,3021400026.0,301.0,33,52500,BK73,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 100,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Labor And Industry For Education, Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
123,13423,0101000020E61000004C89247A197F52C0070B2769FE624440,37862,,NYCDOHMH: DC32231,The Hudson Guild,206,West   64 Street,206 West   64 Street,New York,Manhattan,1,10023.0,40.773389,-73.98593,988146.9739,221043.5649,1082576.0,1011540101.0,107.0,6,15100,MN14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 48,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,The Hudson Guild,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
124,13964,0101000020E61000009241EE224C8252C0D9B27C5D864F4440,40580,,NYCDOHMH: DC20929,Brooklyn Archdiocese,8902,Ridge Boulevard,8902 Ridge Boulevard,Brooklyn,Brooklyn,3,11209.0,40.621288,-74.035897,974284.7664,165630.447,3336341.0,3060790001.0,310.0,43,5201,BK31,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,School Based Child Care - Preschool,,,,,,,,Non-public,Visitation Academy,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
125,13475,0101000020E6100000CE8DE9094B7F52C054C4E9245B514440,44636,,NYCDOHMH: DC23180,Congregation Bnei Yonasan,1362,46 Street,1362 46 Street,Brooklyn,Brooklyn,3,11219.0,40.635594,-73.988955,987315.4385,170840.7636,3136995.0,3056237508.0,312.0,44,23400,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 25,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Congregation Bnei Yonasan,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
126,13503,0101000020E6100000CDCB61F71D7C52C07AE40F069E5B4440,44685,,NYCDOHMH: DC19367,Carrig Montessori LLC,100,Maspeth Avenue,100 Maspeth Avenue,Brooklyn,Brooklyn,3,11211.0,40.71576,-73.939329,1001068.909,200053.0061,3070234.0,3029077501.0,301.0,34,47700,BK90,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 41,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Carrig Montessori LLC,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
127,15134,0101000020E610000057276728EE7652C0D93EE42D575F4440,59561,,NYCHHS: 7333,St. Leo Catholic Academy,104-19,49 Avenue,104-19 49 Avenue,Corona,Queens,4,11368.0,40.744848,-73.858286,1023518.2522,210676.6383,4437347.0,4019920001.0,404.0,21,41500,QN25,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-Kindergarten,,,,,,,,Non-public,St. Leo Catholic Academy,Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,
128,13524,0101000020E61000002E8F3523837D52C06ADC9BDF304B4440,43734,,NYCDOHMH: DC16048,Mommy Daycare,891,Avenue Z,891 Avenue Z,Brooklyn,Brooklyn,3,11235.0,40.587429,-73.961129,995046.2793,153294.9105,3196033.0,3072240113.0,313.0,48,37000,BK19,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 20,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Mommy Daycare, LLC",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
129,13581,0101000020E610000029417FA1477752C07715527E525D4440,25734,,NYCDOHMH: DC3078,Pre School Of America,63-47,Booth Street,63-47 Booth Street,Rego Park,Queens,4,11374.0,40.72908,-73.863747,1022013.9833,204929.609,4072109.0,4030817501.0,406.0,29,69300,QN18,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 280,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Preschool Of America,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
131,13607,0101000020E610000062D8614CFA7E52C0CF4E0647C9514440,44510,,NYCDOHMH: DC33405,Shira Head Start,3901,14 Avenue,3901 14 Avenue,Brooklyn,Brooklyn,3,11218.0,40.638955,-73.984027,988683.132,172065.3728,3124936.0,3053460005.0,312.0,39,22800,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 45,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Shira Association Inc.,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
132,13742,0101000020E6100000E544BB0A297552C0B42094F771604440,28321,,NYCDOHMH: DC18012,New Milestone Inc,132-54,Pople Avenue,132-54 Pople Avenue,Flushing,Queens,4,11355.0,40.753478,-73.83063,1031175.446,213834.3221,4115135.0,4051040027.0,407.0,20,79702,QN22,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 52,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,New Milestone Inc,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
133,14005,0101000020E61000006F490ED8D57C52C08449F1F109634440,64528,,NYCDOHMH: DC1431,St. Stephen Of Hungary School,408,East   82 Street,408 East   82 Street,New York,Manhattan,1,10028.0,40.773741,-73.950552,997945.8498,221175.2928,1082080.0,1015610037.0,108.0,5,13600,MN32,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,School Based Child Care - Preschool,NYCDOHMH: 12,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,St. Stephen Of Hungary School,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
134,14329,0101000020E6100000A721AAF0677C52C0D11E2FA4C3674440,36575,,NYCDOHMH: DC17146,Uptown Harlem Gems,381,Lenox Avenue,381 Lenox Avenue,New York,Manhattan,1,10027.0,40.810658,-73.943844,999795.2245,234626.6404,1089104.0,1019147502.0,110.0,9,22400,MN03,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,School Based Child Care - Preschool,,,,,,,,Non-public,Harlem Childrens Zone,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,
136,14407,0101000020E61000003718EAB0C27E52C0B131AF230E574440,43915,,NYCDOE: K133,P.S. 133 William A Butler,610,Baltic Street,610 Baltic Street,Brooklyn,Brooklyn,3,11217.0,40.680119,-73.980633,989621.6382,187062.617,3413716.0,3009400111.0,306.0,39,12901,BK37,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 64,,NYCDOE: Seats Overseen by DOE,,,,,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: Universal Pre-K (UPK) School Locations,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f,NYCDOE: 2016-01-15,doe_facilities_universalprek,
137,14457,0101000020E610000008910C39B67C52C094DC611399654440,4917,,NYCDOE: M497,Central Park East I,1573,Madison Avenue,1573 Madison Avenue,New York,Manhattan,1,10029.0,40.793734,-73.948622,998476.1346,228459.7355,1051515.0,1016120050.0,111.0,8,17401,MN33,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 18,,NYCDOE: Seats Overseen by DOE,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE;NYCDCAS,NYCDOE: Universal Pre-K (UPK) School Locations;NYCDCAS: City Owned and Leased Properties,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDOE: 2016-01-15;NYCDCAS: 2016-10-20,doe_facilities_universalprek;dcas_facilities_colp,
138,14468,0101000020E610000097CADB114E7852C06EC2BD326F6B4440,4302,,NYCDOE: X214,P.S. 214,1970,West Farms Road,1970 West Farms Road,Bronx,Bronx,2,10460.0,40.839331,-73.879765,1017519.1182,245090.9789,2094603.0,2030210038.0,206.0,17,6000,BX75,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 90,,NYCDOE: Seats Overseen by DOE,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE;NYCDCAS,NYCDOE: Universal Pre-K (UPK) School Locations;NYCDCAS: City Owned and Leased Properties,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDOE: 2016-01-15;NYCDCAS: 2016-10-20,doe_facilities_universalprek;dcas_facilities_colp,
140,14680,0101000020E610000071E7C2482F7F52C0F3936A9F8E4F4440,1726,,NYCDOE: K048,P.S. 048 Mapleton,6015,18 Avenue,6015 18 Avenue,Brooklyn,Brooklyn,3,11204.0,40.62154,-73.987261,987786.3943,165720.4789,3132140.0,3055190001.0,312.0,44,24400,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 18,,NYCDOE: Seats Overseen by DOE,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE;NYCDCAS,NYCDOE: Universal Pre-K (UPK) School Locations;NYCDCAS: City Owned and Leased Properties,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDOE: 2016-01-15;NYCDCAS: 2016-10-20,doe_facilities_universalprek;dcas_facilities_colp,
141,14689,0101000020E6100000EE974F560C7D52C0F818AC38D55A4440,20406,,NYCDOE: K319,P.S. 319,360,Keap Street,360 Keap Street,Brooklyn,Brooklyn,3,11211.0,40.709632,-73.953878,997036.7718,197817.888,3063189.0,3024240001.0,301.0,34,52700,BK73,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 54,,NYCDOE: Seats Overseen by DOE,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE;NYCDCAS,NYCDOE: Universal Pre-K (UPK) School Locations;NYCDCAS: City Owned and Leased Properties,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDOE: 2016-01-15;NYCDCAS: 2016-10-20,doe_facilities_universalprek;dcas_facilities_colp,
142,14815,0101000020E610000024D40CA9A27A52C0109546CCEC6B4440,34122,,NYCDOE: X555,Mount Eden Children's Academy,1501,Jerome Avenue,1501 Jerome Avenue,Bronx,Bronx,2,10452.0,40.843164,-73.916178,1007442.2313,246475.7635,2008336.0,2028590077.0,204.0,14,20900,BX63,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 54,,NYCDOE: Seats Overseen by DOE,,,,,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: Universal Pre-K (UPK) School Locations,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f,NYCDOE: 2016-01-15,doe_facilities_universalprek,
143,14839,0101000020E61000000188BB7A157C52C0300F99F221504440,12251,,NYCDOE: K119,P.S. 119 Amersfort,3829,Avenue K,3829 Avenue K,Brooklyn,Brooklyn,3,11210.0,40.626036,-73.938811,1001235.2992,167364.1154,3215816.0,3077860001.0,318.0,45,73400,BK58,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 36,,NYCDOE: Seats Overseen by DOE,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE;NYCDCAS,NYCDOE: Universal Pre-K (UPK) School Locations;NYCDCAS: City Owned and Leased Properties,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDOE: 2016-01-15;NYCDCAS: 2016-10-20,doe_facilities_universalprek;dcas_facilities_colp,
144,14977,0101000020E610000033DC80CF0F7B52C0143DF03158694440,32513,,NYCDOE: X359,Concourse Village Elementary School,750,Concourse Village West,750 Concourse Village West,Bronx,Bronx,2,10451.0,40.823004,-73.92284,1005605.4287,239129.115,2002454.0,2024430079.0,204.0,17,6100,BX14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,DOE Universal Pre-Kindergarten,DOE Universal Pre-K,NYCDOE: 24,,NYCDOE: Seats Overseen by DOE,,,,,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: Universal Pre-K (UPK) School Locations,NYCDOE: https://data.cityofnewyork.us/Education/Universal-Pre-K-UPK-School-Locations/kiyv-ks3f,NYCDOE: 2016-01-15,doe_facilities_universalprek,
