Cluster ID,confidence_score,,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,canonical_,canonical_capacity,canonical_proptype,canonical_city,canonical_area,canonical_cartodb_id,canonical_censtract,canonical_uid,canonical_latitude,canonical_nta,canonical_pgtable,canonical_util,canonical_the_geom,canonical_overlevel,canonical_addressnum,canonical_dataname,canonical_facdomain,canonical_longitude,canonical_overagency,canonical_boro,canonical_facname,canonical_captype,canonical_opabbrev,canonical_facgroup,canonical_optype,canonical_dataurl,canonical_address,canonical_bin,canonical_datadate,canonical_ycoord,canonical_uid_merged,canonical_borocode,canonical_commboard,canonical_council,canonical_idagency,canonical_zipcode,canonical_opname,canonical_streetname,canonical_overabbrev,canonical_utilrate,canonical_idold,canonical_facsubgrp,canonical_factype,canonical_xcoord,canonical_bbl,canonical_datasource,canonical_areatype
419,,32,4910,0101000020E61000008655BC91798052C065AA6054525F4440,20097,,,The High Line,113,10 Avenue,113 10 Avenue,New York,Manhattan,1,10011.0,40.7447,-74.00742,982194.0002,210591.0001,,1006890017.0,104.0,3,9900,MN13,Administration of Government,Other Property,Properties Leased or Licensed to Non-public Entities,Short-Term Agreement,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,33,6916,0101000020E6100000261E5036E57852C0B743C362D4634440,1086,,,Laguardia Airport,19,Avenue,19 Avenue,,Queens,4,,40.779919,-73.88899,1014993.9999,223442.0,,4007660200.0,,22,33100,,Core Infrastructure and Transportation,Transportation,Airports and Heliports,Airport,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,34,21950,0101000020E610000099D36531B17052C0373465A71F4C4440,8501,,,PS 43,,,Beach 29 Street,Far Rockaway,Queens,4,11691.0,40.594716,-73.760815,1050676.1344,156038.0878,4538205.0,4158200100.0,414.0,31,99802,QN15,"Education, Child Welfare, and Youth",Schools (K-12),Public K-12 Schools,Elementary School,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,35,5073,0101000020E61000003F1C2444F98B52C0B30A9B012E4A4440,31289,,,Dsny Fresh Kills Composting Facility,,,West Shore Expwy,Staten Island,Staten Island,5,10314.0,40.579529,-74.187089,932279.9884,150469.9806,,5026850001.0,502.0,50,22800,SI05,Core Infrastructure and Transportation,Solid Waste,Solid Waste Processing,Composting,,,,,,,,Public,NYC Department of Sanitation,NYCDSNY,NYCDSNY: City,NYC Department of Sanitation,NYCDSNY,NYSDEC,NYSDEC: Solid Waste Management Facilities,NYSDEC: https://data.ny.gov/Energy-Environment/Solid-Waste-Magement-Facilities/2fni-raj8,NYSDEC: 2017-01-09,nysdec_facilities_solidwaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,36,5420,0101000020E6100000BB6246787B7B52C03BE466B8015B4440,23170,,,Bkn04g Garage,,,Scholes Street,Brooklyn,Brooklyn,3,11237.0,40.71099,-73.929411,1003819.7474,198317.3233,3400387.0,3029620001.0,301.0,34,44900,BK90,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,DSNY Garage,,,,,,,,Public,NYC Department of Sanitation,NYCDSNY,NYCDSNY: City,NYC Department of Sanitation,NYCDSNY,NYCDSNY,NYCDSNY: DSNY_select_facs_07262916,,NYCDSNY: 2016-08-27,dsny_facilities_mtsgaragemaintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.670441424847,37,31268,0101000020E6100000A29C6857217352C0A38FF980405D4440,59448,,NYCHHS: 3121,Keren Ohr Daycare,170-16,73 Avenue,170-16 73 Avenue,Fresh Meadows,Queens,4,11366.0,40.728531,-73.79891,1039984.3973,204763.8427,4151025.0,4069780024.0,408.0,24,124100,QN38,Health and Human Services,Human Services,Community Centers and Community School Programs,Community Schools - DOE,,,,,,,,Non-public,Keren Ohr Nursery,Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,b'2535',b'',b'city owned',b'new york',b'',b'1897',b'9900',b'37',b'40.746509',b'mn13',b'dcas_facilities_colp',b'',b'0101000020e6100000a96c5853598052c0e0bbcd1b27614440',b'nycsbs: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-74.003384',b'nyc department of small business services',b'manhattan',b'pier 76-tow pound/service shop',b'',b'nycsbs',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'marginal street',b'1012262.0',b'nycdcas: 2016-10-20',b'211251.3429',b'',b'1',b'104.0',b'3',b'',b'10018.0',b'nyc department of small business services',b'',b'nycsbs',b'',b'',b'miscellaneous use',b'no use',b'995212.0',b'1006650014.0',b'nycdcas',b''
424,,38,7023,0101000020E61000004F24986A667952C0CA15DEE522564440,42822,,,"Boro Transit, Inc.",374,Glenmore Avenue,374 Glenmore Avenue,Brooklyn,Brooklyn,3,11207.0,40.67294,-73.896876,1012856.0336,184463.4603,3083798.0,3037200018.0,305.0,37,114400,BK85,Core Infrastructure and Transportation,Transportation,Bus Depots and Terminals,School Bus Depot,,,,,,,,Non-public,"Boro Transit, Inc.",Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: Routes,NYCDOE: https://data.cityofnewyork.us/Transportation/Routes/8yac-vygm,NYCDOE: 2017-05-01,doe_facilities_busroutesgarages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,39,7152,0101000020E610000064ADA1D45E7952C047E7FC14C7734440,32937,,,Bronx RRM Arterials,,,Mosholu Avenue & Broadway,Bronx,Bronx,2,10471.0,40.904513,-73.896413,1012884.6365,268833.5067,,,208.0,11,34500,BX22,Core Infrastructure and Transportation,Transportation,Other Transportation,Bronx Roadway Repair and Maintenance Arterials,,,,,,,,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDOT,NYCDOT: Facilities Data - Manned Facilities,,NYCDOT: 2016-08-27,dot_facilities_mannedfacilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,40,7186,0101000020E61000009BE61DA7E86E52C03526C45C52554440,25215,,,Safety City,,,,Rosedale,Queens,4,11422.0,40.666576,-73.73295,1058334.7509,182240.8256,,,413.0,31,63800,QN05,Core Infrastructure and Transportation,Transportation,Other Transportation,Safety City,,,,,,,,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDOT,NYCDOT: Facilities Data - Manned Facilities,,NYCDOT: 2016-08-27,dot_facilities_mannedfacilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,41,31363,0101000020E61000004E0CC9C9C47D52C0A7B393C1514A4440,59459,,NYCHHS: 3128,Neptune Ave.,330,Neptune Avenue,330 Neptune Avenue,Brooklyn,Brooklyn,3,11235.0,40.58062,-73.965136,993934.3936,150813.7581,3244337.0,3086630247.0,313.0,48,36400,BK19,Health and Human Services,Human Services,Community Centers and Community School Programs,Community Schools - DOE,,,,,,,,Non-public,"Learn And Explore, LLC",Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,42,31389,0101000020E6100000F39194F4307752C0B6F5D37FD66A4440,59503,,NYCHHS: 3212,Oaktree House Learning Center,1891,Mc Graw Avenue,1891 Mc Graw Avenue,Bronx,Bronx,2,10462.0,40.834671,-73.862363,1022336.8601,243400.3148,2097577.0,2039360032.0,209.0,18,21602,BX46,Health and Human Services,Human Services,Community Centers and Community School Programs,Community Schools - DOE,,,,,,,,Non-public,Oaktree House Learning Inc,Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,43,7453,0101000020E61000004910AE80428052C09F909DB7B15B4440,64254,,NYCDCA: 1039043-DCA,"95 Worth, LLC",336,Broadway,336 Broadway,New York,Manhattan,1,10013.0,40.716361,-74.004059,983124.8551,200266.182,1085786.0,1001700001.0,101.0,1,3100,MN24,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Commercial Garage,NYCDCA: 114,,NYCDCA: Parking Spaces,,,,,Non-public,"95 Worth, LLC",Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,44,9592,0101000020E6100000B5C5353E937352C0C68B852172684440,12078,,,Locust Point Marina,,,Mullen Place,Bronx,Bronx,2,10465.0,40.815983,-73.805862,1037987.1193,236621.2269,,2055210192.0,,13,11800,,Core Infrastructure and Transportation,Transportation,Ports and Ferry Landings,Marina,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,45,8190,0101000020E61000006A4B1DE4F58052C030F31DFCC45B4440,63286,,NYCDCA: 1367120-DCA,Mp 325 LLC,325,North End Avenue,325 North End Avenue,New York,Manhattan,1,10282.0,40.716949,-74.015008,980089.5985,200480.8289,1086507.0,1000160195.0,101.0,1,31703,MN25,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Commercial Garage,NYCDCA: 55,,NYCDCA: Parking Spaces,,,,,Non-public,Mp 325 LLC,Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,46,31641,0101000020E61000006116DA39CD7A52C063B9A5D5906A4440,59648,,NYCHHS: 532,Bronx Community Program,1130,Grand Concourse,1130 Grand Concourse,Bronx,Bronx,2,10456.0,40.832545,-73.918776,1006727.1093,242606.3721,2002833.0,2024620042.0,204.0,16,18102,BX14,Health and Human Services,Human Services,Legal and Intervention Services,Community Based Programs,,,,,,,,Non-public,"Safe Horizon, Inc.",Non-public,NYCMO: City,NYC Office of the Mayor,NYCMO,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,47,8441,0101000020E610000028B517D1768052C00A80F10C1A5E4440,67067,,NYCDCA: 2041301-DCA,West Village Garage Corp,125,Perry Street,125 Perry Street,New York,Manhattan,1,10014.0,40.73517,-74.007252,982240.3352,207118.8568,1011862.0,1006330024.0,102.0,3,7500,MN23,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Commercial Garage and Parking Lot,NYCDCA: 240,,NYCDCA: Parking Spaces,,,,,Non-public,West Village Garage Corp,Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,48,33287,0101000020E610000007EBFF1CE67F52C0032670EB6E604440,37485,,,GMHC Meals Program,446,West   33 Street,446 West   33 Street,New York,Manhattan,1,10001.0,40.753385,-73.99842,984687.7529,213755.1554,1085401.0,1007299001.0,104.0,3,10300,MN13,Health and Human Services,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen,,,,,,,,Non-public,GMHC Meals Program,Non-public,Non-public Oversight,Non-public,Non-public,FBNYC,FBNYC: FBNYC Food Pantry Soup Kitchen List 8-5-16,,FBNYC: 2016-08-27,foodbankny_facilities_foodbanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,49,8949,0101000020E6100000E9995E622C7B52C0DF701FB9355F4440,28079,,,Sunnyside Municipal Parking Field,,,,Sunnyside,Queens,4,11104.0,40.743827,-73.924584,1005147.6026,210282.0111,,,402.0,26,18101,QN31,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Public Parking Garage,,,,,,,,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDOT,NYCDOT: Facilities Data - Parking Facilities,,NYCDOT: 2016-08-27,dot_facilities_parkingfacilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,50,8975,0101000020E6100000A4FB3905F97C52C094C0E61C3C4B4440,24138,,,Sheepshead Bay #1 Municipal Parking Field,2602,East 17 Street,2602 East 17 Street,Brooklyn,Brooklyn,3,11235.0,40.587772,-73.952699,997387.6027,153420.9996,,3074600070.0,315.0,48,60600,BK17,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Public Parking Garage,,,,,,,,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDOT,NYCDOT: Facilities Data - Parking Facilities,,NYCDOT: 2016-08-27,dot_facilities_parkingfacilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,51,9088,0101000020E6100000EC3191D26C7B52C0F6D1A92B9F514440,22528,,NYCDCA: 1160529-DCA,1431 Utica Ave. Corp.,1431,Utica Avenue,1431 Utica Avenue,Brooklyn,Brooklyn,3,11203.0,40.63767,-73.928517,1004089.2774,171605.0256,3106478.0,3047850046.0,317.0,45,93200,BK91,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Tow Truck Company,,,,,,,,Non-public,1431 Utica Ave. Corp.,Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,52,9622,0101000020E61000009AD18F86537B52C00D384BC972664440,13670,,USDOT: 0MD3,N Y City Police Harbor Unit Launch Repair Shop Boat Basin,,,,New York,Manhattan,1,,40.800378,-73.926973,1004468.4967,230884.7114,,,,8,19200,,Core Infrastructure and Transportation,Transportation,Ports and Ferry Landings,Port or Marine Terminal,,,,,,,,Public,NYC Police Department,NYCNYPD,NYC-Unknown: City,NYC Unknown,NYC-Unknown,USDOT,USDOT: U.S. Army Corps of Engineers Ports,USDOT: https://www.rita.dot.gov/bts/sites/rita.dot.gov.bts/files/publications/national_transportation_atlas_database/2015/point,USDOT: 2015-08-01,usdot_facilities_ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,53,31643,0101000020E6100000E8137992747F52C031B610E4A0584440,47552,,NYCHHS: 473,Community Program,50,Court Street,50 Court Street,Brooklyn,Brooklyn,3,11201.0,40.69241,-73.99149,986609.8348,191540.1408,3002549.0,3002650043.0,302.0,33,900,BK09,Health and Human Services,Human Services,Legal and Intervention Services,Community Based Programs,,,,,,,,Non-public,"Safe Horizon, Inc.",Non-public,NYCMO: City,NYC Office of the Mayor,NYCMO,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,54,9842,0101000020E6100000E7FF55478E7A52C0255AF2785A5C4440,28756,{5402097},,NYCT Facility,55-04,Maspeth Avenue,55-04 Maspeth Avenue,Maspeth,Queens,4,11378.0,40.721511,-73.914934,1007829.4982,202153.8561,4437469.0,4026100530.0,405.0,30,21900,QN31,Core Infrastructure and Transportation,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,55,10207,0101000020E610000099F38C7DC97A52C039984D8061654440,2079,,,Randall's Island.Park,,,Randalls Island,New York,Manhattan,1,10035.0,40.792038,-73.918548,1006803.786,227848.142,1089614.0,1018190050.0,111.0,8,24000,MN99,Core Infrastructure and Transportation,Water and Wastewater,Wastewater and Pollution Control,Wastewater Pumping Station,,,,,,,City Owned,Public,NYC Department of Environmental Protection,NYCDEP,NYCDEP: City,NYC Department of Environmental Protection,NYCDEP,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,56,10218,0101000020E61000005C8FC2F5287252C02788BA0F406C4440,20301,,,City Island Sewage Pump Stn,191,Schofield Street,191 Schofield Street,Bronx,Bronx,2,10464.0,40.845705,-73.78375,1044080.9891,247464.4305,2096497.0,2056420103.0,210.0,13,51600,BX10,Core Infrastructure and Transportation,Water and Wastewater,Wastewater and Pollution Control,Wastewater Pumping Station,,,,,,,City Owned,Public,NYC Department of Environmental Protection,NYCDEP,NYCDEP: City,NYC Department of Environmental Protection,NYCDEP,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,57,44620,0101000020E6100000147651F4C07A52C0D7D9907F66684440,33855,,NYCDOT: 39,Roberto Clemente Plaza,,,3rd Ave,Bronx,Bronx,2,10455.0,40.815628,-73.918027,1006939.9999,236442.9999,,,201.0,17,4300,BX39,"Parks, Gardens, and Historical Sites",Parks and Plazas,"Streetscapes, Plazas, and Malls",Pedestrian Plaza,,,,,,,City Owned,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDOT,NYCDOT: Plaza Program,,NYCDOT: 2016-08-27,dot_facilities_pedplazas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,58,31936,0101000020E61000005EA10F96B17752C0753C66A0326E4440,62642,,NYCDHS: 167,Bronx Park East,2330,Bronx Park East,2330 Bronx Park East,Bronx,Bronx,2,10467.0,40.86092,-73.870214,1020150.2901,252960.645,2117625.0,2043400037.0,211.0,15,33201,BX07,Health and Human Services,Human Services,Permanent Supportive SRO Housing,Supportive Housing,NYCDHS: 68,,NYCDHS: Unit,,,,,Non-public,Postgraduate Center For Mh,Non-public,NYCDHS: City,NYC Department of Homeless Services,NYCDHS,NYCDHS,NYCDHS: DHS Shelter Listing,,NYCDHS: 2016-08-27,dhs_facilities_shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,59,10387,0101000020E6100000F2B56796047452C022C495B377684440,33139,,NYCDOHMH: DC24250,Sts Sports,2962,Harding Avenue,2962 Harding Avenue,Bronx,Bronx,2,10465.0,40.816153,-73.81278,1036072.071,236678.9988,2097494.0,2054520001.0,210.0,13,11800,BX52,"Education, Child Welfare, and Youth",Camps,Camps,Camp - All Age,NYCDOHMH: 93,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"M & N Sports, Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,60,10444,0101000020E610000094C2BCC7997852C0323CF6B3585C4440,27661,,NYCDOHMH: DC23535,The Learning Tree Day Camp,74-15,Juniper Boulevard North,74-15 Juniper Boulevard North,Middle Village,Queens,4,11379.0,40.721457,-73.884386,1016297.1706,202144.0819,4067020.0,4029300012.0,405.0,30,66501,QN21,"Education, Child Welfare, and Youth",Camps,Camps,Camp - All Age,NYCDOHMH: 79,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Great Expectations Holding Corp.,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,61,10513,0101000020E6100000F44E05DCF37B52C09C50888043564440,63911,,NYCDOHMH: DC34503,Camba Cornerstone @ Albany,164,Troy Avenue,164 Troy Avenue,Brooklyn,Brooklyn,3,11213.0,40.673935,-73.936759,1001792.5075,184815.274,3324617.0,3013520080.0,308.0,36,34300,BK61,"Education, Child Welfare, and Youth",Camps,Camps,Camp - All Age,NYCDOHMH: 95,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Camba Cornerstone @ Albany,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,62,10643,0101000020E6100000990E9D9E777B52C0A2D11DC4CE584440,44176,,NYCDOHMH: DC23580,Sunrise Summer Day Camp,1125,Broadway,1125 Broadway,Brooklyn,Brooklyn,3,11221.0,40.69381,-73.929176,1003890.092,192057.9987,3073756.0,3032410075.0,304.0,34,39300,BK78,"Education, Child Welfare, and Youth",Camps,Camps,Camp - All Age,NYCDOHMH: 31,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,"Sunrise Multi-Cultural , Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,63,10806,0101000020E610000038A27BD6357852C090831266DA6A4440,33038,,NYCACS: 137802,Bronx River Child Care,1555,East  174 Street,1555 East  174 Street,Bronx,Bronx,2,10472.0,40.83479,-73.878286,1017930.7979,243437.2761,2092903.0,2038860002.0,209.0,18,6200,BX08,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 54,,NYCACS: Seats in Contract,,,,,Non-public,Tremont Crotona Day Care Center,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
